lead_id,month,year,state,numberofStatuses
720,7,2019,Oklahoma,4
721,7,2019,,13
722,7,2019,Arkansas,4
723,7,2019,Oklahoma,4
724,7,2019,,3
725,7,2019,Missouri,10
726,7,2019,Missouri,1
727,7,2019,Missouri,14
728,7,2019,Missouri,8
729,7,2019,Missouri,6
730,7,2019,Arkansas,2
731,7,2019,Arkansas,6
732,7,2019,Oklahoma,5
733,7,2019,Arkansas,3
734,7,2019,Arkansas,1
735,7,2019,Arkansas,12
736,7,2019,Arkansas,2
737,7,2019,Oklahoma,2
738,7,2019,Oklahoma,11
739,7,2019,Oklahoma,4
740,7,2019,Missouri,7
741,6,2019,Oklahoma,2
742,6,2019,Oklahoma,1
743,6,2019,,1
744,6,2019,Arkansas,3
745,6,2019,Oklahoma,1
746,6,2019,Oklahoma,11
747,6,2019,Oklahoma,2
748,6,2019,Missouri,4
749,6,2019,Arkansas,1
750,6,2019,Arkansas,1
751,6,2019,Missouri,1
752,6,2019,Oklahoma,2
753,6,2019,,2
754,6,2019,Arkansas,2
755,6,2019,Arkansas,1
756,6,2019,,8
757,6,2019,,1
758,6,2019,Oklahoma,1
759,6,2019,Missouri,3
760,6,2019,,3
761,6,2019,Oklahoma,2
762,6,2019,Arkansas,2
763,6,2019,Arkansas,1
764,6,2019,Arkansas,2
765,5,2019,,4
766,5,2019,Missouri,2
767,5,2019,Arkansas,4
768,5,2019,Missouri,5
769,5,2019,Arkansas,1
770,5,2019,Arkansas,1
771,5,2019,Oklahoma,2
772,5,2019,Arkansas,15
773,5,2019,Arkansas,16
774,5,2019,Arkansas,3
775,5,2019,Arkansas,16
776,5,2019,Oklahoma,1
777,5,2019,Oklahoma,2
778,5,2019,,2
779,5,2019,Arkansas,2
780,5,2019,Oklahoma,2
781,5,2019,Arkansas,7
782,5,2019,Arkansas,4
783,5,2019,Missouri,4
784,5,2019,Oklahoma,12
785,5,2019,Arkansas,2
786,5,2019,Missouri,2
787,5,2019,Arkansas,13
788,4,2019,Arkansas,5
789,4,2019,Arkansas,2
790,4,2019,,2
791,4,2019,,2
792,4,2019,Arkansas,2
793,4,2019,Arkansas,2
794,4,2019,Arkansas,14
795,4,2019,Arkansas,2
796,4,2019,Arkansas,4
797,4,2019,Arkansas,1
798,4,2019,,2
799,4,2019,Arkansas,5
800,4,2019,Missouri,12
801,4,2019,Arkansas,1
802,4,2019,Missouri,1
803,4,2019,Arkansas,1
804,4,2019,Arkansas,4
805,4,2019,Missouri,2
806,4,2019,Missouri,1
807,4,2019,,7
808,4,2019,Missouri,5
809,4,2019,Arkansas,1
810,3,2019,Arkansas,7
811,3,2019,Arkansas,5
812,3,2019,Arkansas,19
813,3,2019,,2
814,3,2019,Arkansas,1
815,3,2019,Missouri,4
816,3,2019,Missouri,12
817,3,2019,Arkansas,1
818,3,2019,Arkansas,4
819,3,2019,Missouri,2
820,3,2019,Arkansas,1
821,3,2019,Arkansas,4
822,3,2019,Missouri,1
823,2,2019,Arkansas,9
824,2,2019,TX,1
825,1,2019,,2
826,1,2019,Arkansas,3
829,8,2019,Missouri,7
835,8,2019,Arkansas,2
836,8,2019,Oklahoma,3
837,8,2019,Oklahoma,2
838,8,2019,Oklahoma,2
839,8,2019,Oklahoma,2
840,8,2019,Oklahoma,14
841,8,2019,Oklahoma,17
842,8,2019,Oklahoma,9
843,8,2019,Arkansas,3
844,8,2019,Arkansas,3
845,8,2019,Arkansas,4
846,8,2019,Missouri,8
847,7,2019,Arkansas,2
848,7,2019,Oklahoma,1
849,7,2019,Arkansas,2
850,7,2019,Arkansas,2
851,7,2019,Arkansas,3
852,7,2019,Oklahoma,2
853,7,2019,Oklahoma,2
854,7,2019,Arkansas,2
855,7,2019,Oklahoma,1
856,7,2019,Arkansas,10
857,7,2019,,2
858,7,2019,Missouri,1
859,7,2019,Missouri,1
860,7,2019,Oklahoma,2
861,7,2019,Arkansas,5
862,7,2019,Oklahoma,14
863,7,2019,Oklahoma,7
864,7,2019,Oklahoma,7
865,7,2019,IL,1
866,7,2019,Oklahoma,1
867,7,2019,,1
868,7,2019,,1
869,7,2019,Missouri,1
870,7,2019,Arkansas,7
871,6,2019,Arkansas,1
872,6,2019,Oklahoma,3
873,6,2019,Oklahoma,1
874,6,2019,Missouri,6
875,6,2019,Missouri,1
876,6,2019,Arkansas,6
877,6,2019,Arkansas,1
878,6,2019,Arkansas,1
879,6,2019,Arkansas,1
880,6,2019,Arkansas,1
881,6,2019,Arkansas,1
882,6,2019,Missouri,2
883,6,2019,Oklahoma,3
884,6,2019,Arkansas,2
885,6,2019,Missouri,7
886,6,2019,Arkansas,1
887,6,2019,Missouri,1
888,6,2019,,1
889,6,2019,Arkansas,1
890,6,2019,,10
891,6,2019,,1
892,6,2019,Oklahoma,2
893,6,2019,Arkansas,1
894,5,2019,,10
895,5,2019,,2
896,5,2019,Missouri,3
897,5,2019,Arkansas,6
898,5,2019,Arkansas,1
899,5,2019,Arkansas,3
900,5,2019,Oklahoma,5
901,5,2019,Arkansas,10
902,5,2019,Arkansas,11
903,5,2019,Arkansas,9
904,5,2019,Oklahoma,9
905,5,2019,Arkansas,6
906,4,2019,Arkansas,3
907,4,2019,Arkansas,11
908,1,2019,Arkansas,1
910,8,2019,Missouri,9
914,8,2019,Arkansas,6
918,8,2019,Arkansas,5
920,8,2019,Arkansas,5
922,8,2019,Arkansas,4
934,8,2019,VA,3
935,8,2019,Missouri,11
936,8,2019,Arkansas,1
937,8,2019,Missouri,8
938,8,2019,Oklahoma,2
939,8,2019,Oklahoma,3
940,8,2019,Oklahoma,3
941,8,2019,Oklahoma,3
942,7,2019,Arkansas,1
943,7,2019,Arkansas,3
944,7,2019,Oklahoma,1
945,7,2019,Missouri,17
946,7,2019,Oklahoma,3
947,7,2019,Arkansas,5
948,7,2019,Arkansas,2
949,7,2019,Arkansas,1
950,7,2019,Missouri,1
951,7,2019,Oklahoma,1
952,7,2019,Arkansas,1
953,7,2019,Oklahoma,1
954,7,2019,Missouri,2
955,7,2019,Arkansas,2
956,7,2019,Oklahoma,1
957,7,2019,Arkansas,1
958,7,2019,Arkansas,1
959,7,2019,Arkansas,1
960,7,2019,Arkansas,1
961,7,2019,Arkansas,1
962,7,2019,Arkansas,1
963,6,2019,Oklahoma,1
964,6,2019,Missouri,4
965,6,2019,Arkansas,1
966,6,2019,Oklahoma,1
967,6,2019,Missouri,1
968,6,2019,Oklahoma,1
969,6,2019,Oklahoma,1
970,6,2019,Arkansas,1
971,6,2019,Arkansas,1
972,6,2019,Missouri,3
973,6,2019,Missouri,1
974,6,2019,Missouri,1
975,6,2019,Missouri,9
976,6,2019,Missouri,1
977,6,2019,Oklahoma,4
978,6,2019,Arkansas,1
979,6,2019,,1
980,6,2019,Arkansas,1
981,6,2019,Missouri,1
982,6,2019,Arkansas,1
983,6,2019,Arkansas,1
984,6,2019,Arkansas,5
985,5,2019,Missouri,1
986,5,2019,Arkansas,2
987,5,2019,Oklahoma,1
988,2,2019,Missouri,1
989,1,2019,Missouri,3
994,8,2019,Arkansas,11
1003,8,2019,Missouri,5
1010,8,2019,Arkansas,6
1011,8,2019,Arkansas,2
1012,8,2019,Arkansas,2
1013,8,2019,Arkansas,8
1014,7,2019,Arkansas,1
1015,7,2019,Missouri,1
1016,7,2019,Arkansas,1
1017,7,2019,Arkansas,1
1018,7,2019,Oklahoma,19
1019,7,2019,,1
1020,7,2019,Missouri,1
1021,7,2019,Arkansas,3
1022,7,2019,MD,1
1023,7,2019,Oklahoma,5
1024,7,2019,Missouri,1
1025,7,2019,Missouri,1
1026,7,2019,Oklahoma,12
1027,7,2019,,4
1028,7,2019,Oklahoma,1
1029,7,2019,Arkansas,1
1030,7,2019,Arkansas,1
1031,7,2019,Missouri,4
1032,7,2019,Arkansas,11
1033,7,2019,Missouri,1
1034,7,2019,Arkansas,4
1035,7,2019,Missouri,1
1036,7,2019,Missouri,1
1037,7,2019,Arkansas,2
1038,6,2019,Arkansas,3
1039,6,2019,Arkansas,1
1040,6,2019,Arkansas,1
1041,6,2019,Arkansas,1
1042,6,2019,Arkansas,1
1043,6,2019,Arkansas,1
1044,6,2019,Arkansas,1
1045,6,2019,NJ,4
1046,6,2019,Missouri,11
1047,6,2019,Arkansas,2
1048,6,2019,Arkansas,1
1049,6,2019,Arkansas,1
1050,5,2019,Oklahoma,1
1051,5,2019,,1
1052,5,2019,Missouri,1
1053,5,2019,Arkansas,1
1054,5,2019,Arkansas,4
1055,5,2019,Oklahoma,2
1056,5,2019,Oklahoma,2
1057,5,2019,Arkansas,1
1058,5,2019,Missouri,1
1059,5,2019,,1
1060,5,2019,Arkansas,2
1061,5,2019,Oklahoma,1
1062,5,2019,Missouri,1
1063,5,2019,Arkansas,3
1064,5,2019,Arkansas,1
1065,5,2019,Oklahoma,4
1066,5,2019,Missouri,1
1067,5,2019,Arkansas,1
1068,5,2019,Arkansas,1
1069,5,2019,Arkansas,1
1070,5,2019,Missouri,2
1071,4,2019,Arkansas,2
1072,4,2019,Missouri,1
1073,4,2019,Oklahoma,1
1074,4,2019,Arkansas,1
1075,4,2019,Arkansas,1
1076,4,2019,Arkansas,2
1077,4,2019,Arkansas,3
1078,4,2019,TX,1
1079,4,2019,Oklahoma,1
1080,4,2019,Missouri,1
1081,4,2019,Arkansas,2
1082,4,2019,Missouri,1
1083,4,2019,Missouri,2
1084,4,2019,Arkansas,4
1085,4,2019,Arkansas,1
1086,4,2019,Missouri,2
1087,4,2019,Arkansas,1
1088,4,2019,Missouri,1
1089,4,2019,Arkansas,1
1090,4,2019,Missouri,2
1091,4,2019,Missouri,1
1092,3,2019,Missouri,2
1093,3,2019,Arkansas,1
1094,3,2019,Missouri,1
1095,3,2019,Missouri,3
1096,3,2019,Arkansas,1
1097,3,2019,,2
1098,3,2019,Missouri,1
1099,3,2019,Arkansas,1
1100,3,2019,Arkansas,1
1101,3,2019,Arkansas,5
1102,3,2019,Missouri,1
1103,3,2019,Arkansas,4
1104,3,2019,Arkansas,2
1105,3,2019,Arkansas,2
1106,2,2019,Arkansas,1
1107,2,2019,Missouri,1
1108,2,2019,Arkansas,1
1109,2,2019,Missouri,1
1110,2,2019,Missouri,2
1111,2,2019,Arkansas,7
1112,2,2019,,1
1113,2,2019,,1
1114,2,2019,,1
1115,1,2019,Missouri,1
1116,1,2019,,1
1117,1,2019,Missouri,2
1118,1,2019,Oklahoma,2
1119,1,2019,Arkansas,1
1120,1,2019,Missouri,1
1121,1,2019,Missouri,2
1122,1,2019,Missouri,2
1123,1,2019,Arkansas,1
1124,1,2019,Arkansas,2
1125,1,2019,Arkansas,6
1126,1,2019,Arkansas,1
1127,1,2019,Missouri,1
1128,1,2019,Arkansas,13
1129,1,2019,Missouri,2
1130,1,2019,Arkansas,1
1131,1,2019,,1
1132,1,2019,Arkansas,1
1133,1,2019,Missouri,1
1134,1,2019,Arkansas,1
1137,8,2019,Missouri,4
1141,8,2019,Missouri,15
1143,8,2019,Arkansas,7
1144,8,2019,Missouri,11
1146,8,2019,Arkansas,2
1147,8,2019,Arkansas,3
1148,8,2019,Arkansas,6
1149,8,2019,Arkansas,3
1150,8,2019,Arkansas,6
1151,8,2019,Oklahoma,1
1152,8,2019,Arkansas,7
1153,8,2019,Arkansas,9
1154,8,2019,Arkansas,10
1155,8,2019,Missouri,2
1156,8,2019,Arkansas,4
1157,8,2019,Arkansas,8
1158,7,2019,Arkansas,2
1159,7,2019,Arkansas,1
1160,7,2019,Arkansas,6
1161,7,2019,Arkansas,3
1162,7,2019,Arkansas,2
1163,7,2019,,1
1164,7,2019,Oklahoma,4
1165,7,2019,Arkansas,1
1166,7,2019,Oklahoma,2
1167,7,2019,Oklahoma,4
1168,7,2019,Missouri,10
1169,7,2019,Arkansas,1
1170,7,2019,Arkansas,1
1171,7,2019,Arkansas,1
1172,7,2019,Oklahoma,14
1173,7,2019,Arkansas,2
1174,6,2019,Oklahoma,4
1175,6,2019,Missouri,1
1176,6,2019,Arkansas,7
1177,6,2019,,7
1178,6,2019,,1
1179,6,2019,Missouri,2
1180,6,2019,Oklahoma,1
1181,6,2019,Arkansas,1
1182,6,2019,Arkansas,10
1183,6,2019,Oklahoma,2
1184,6,2019,Missouri,2
1185,6,2019,,1
1186,6,2019,Arkansas,2
1187,6,2019,Arkansas,1
1188,6,2019,,1
1189,6,2019,Missouri,1
1190,6,2019,Oklahoma,1
1191,6,2019,KS,1
1192,6,2019,,7
1193,5,2019,Arkansas,1
1194,5,2019,Arkansas,2
1195,5,2019,Oklahoma,4
1196,5,2019,Arkansas,2
1197,5,2019,,1
1198,5,2019,,3
1199,5,2019,Arkansas,1
1200,5,2019,Oklahoma,2
1201,5,2019,Missouri,2
1202,5,2019,Arkansas,9
1203,5,2019,Missouri,1
1204,5,2019,Arkansas,14
1205,5,2019,Oklahoma,2
1206,5,2019,,3
1207,5,2019,Oklahoma,21
1208,5,2019,Arkansas,2
1209,5,2019,Arkansas,1
1210,5,2019,,7
1211,5,2019,Arkansas,1
1212,5,2019,Arkansas,9
1213,4,2019,Arkansas,7
1214,4,2019,,2
1215,4,2019,Oklahoma,7
1216,4,2019,Oklahoma,7
1217,4,2019,Arkansas,2
1218,4,2019,,1
1219,4,2019,Arkansas,5
1220,4,2019,Arkansas,2
1221,4,2019,Oklahoma,2
1222,4,2019,Arkansas,2
1223,4,2019,Arkansas,4
1224,4,2019,Arkansas,1
1225,4,2019,Arkansas,1
1226,4,2019,Missouri,1
1227,3,2019,Oklahoma,2
1228,3,2019,Missouri,1
1229,3,2019,Arkansas,2
1230,3,2019,Arkansas,1
1231,3,2019,Missouri,1
1232,3,2019,Arkansas,2
1233,3,2019,Arkansas,6
1234,3,2019,Arkansas,2
1235,3,2019,Arkansas,2
1236,3,2019,Arkansas,3
1237,3,2019,Missouri,2
1238,3,2019,Arkansas,1
1239,3,2019,Arkansas,7
1240,3,2019,Missouri,1
1241,3,2019,Missouri,1
1242,2,2019,Missouri,3
1243,2,2019,Arkansas,1
1244,2,2019,Arkansas,1
1245,2,2019,Arkansas,2
1246,2,2019,Oklahoma,9
1247,1,2019,Missouri,2
1248,1,2019,Arkansas,1
1249,1,2019,Arkansas,1
1250,8,2019,Arkansas,2
1251,8,2019,Arkansas,1
1252,8,2019,KS,2
1253,7,2019,Arkansas,2
1254,7,2019,,2
1255,7,2019,Arkansas,15
1256,7,2019,Arkansas,14
1257,7,2019,Arkansas,9
1258,7,2019,Arkansas,4
1259,7,2019,IL,11
1260,7,2019,,5
1261,7,2019,,2
1262,7,2019,,2
1263,7,2019,,7
1264,7,2019,,1
1265,7,2019,Arkansas,8
1266,7,2019,Arkansas,27
1267,7,2019,Arkansas,3
1268,7,2019,Missouri,5
1269,7,2019,,2
1270,7,2019,Arkansas,2
1271,7,2019,,1
1272,7,2019,Arkansas,1
1273,7,2019,,2
1274,7,2019,,2
1275,7,2019,Missouri,2
1276,7,2019,Arkansas,5
1277,7,2019,Oklahoma,10
1278,7,2019,,3
1279,7,2019,,2
1280,7,2019,Oklahoma,9
1281,7,2019,Arkansas,8
1282,7,2019,Arkansas,2
1283,7,2019,Arkansas,6
1284,7,2019,Arkansas,8
1285,7,2019,,6
1286,7,2019,Arkansas,3
1287,7,2019,Oklahoma,11
1288,6,2019,,2
1289,6,2019,,4
1290,6,2019,,4
1291,6,2019,Arkansas,3
1292,6,2019,Oklahoma,8
1293,6,2019,Oklahoma,4
1294,6,2019,Arkansas,1
1295,6,2019,Arkansas,6
1296,6,2019,,6
1297,6,2019,Missouri,3
1298,6,2019,Arkansas,1
1299,6,2019,Oklahoma,2
1300,6,2019,Missouri,2
1301,6,2019,Oklahoma,1
1302,6,2019,Missouri,4
1303,6,2019,,2
1304,6,2019,Oklahoma,2
1305,6,2019,Oklahoma,2
1306,6,2019,Arkansas,9
1307,6,2019,Missouri,2
1308,6,2019,Arkansas,10
1309,6,2019,Arkansas,1
1310,5,2019,,7
1311,5,2019,Missouri,2
1312,5,2019,Arkansas,15
1313,5,2019,Oklahoma,2
1314,5,2019,Arkansas,6
1315,5,2019,Arkansas,4
1316,5,2019,Arkansas,6
1317,5,2019,Arkansas,5
1318,5,2019,Missouri,7
1319,5,2019,Arkansas,9
1320,5,2019,Oklahoma,4
1321,5,2019,Arkansas,4
1322,5,2019,Oklahoma,2
1323,5,2019,Arkansas,4
1324,5,2019,Arkansas,9
1325,5,2019,Oklahoma,1
1326,5,2019,Arkansas,6
1327,5,2019,Arkansas,4
1328,5,2019,Missouri,1
1329,5,2019,Missouri,4
1330,5,2019,Missouri,4
1331,5,2019,Missouri,8
1332,5,2019,Arkansas,2
1333,5,2019,Arkansas,4
1334,5,2019,Arkansas,2
1335,5,2019,Arkansas,4
1336,4,2019,Arkansas,2
1337,4,2019,Arkansas,4
1338,4,2019,Oklahoma,1
1339,4,2019,Missouri,1
1340,4,2019,,7
1341,4,2019,Missouri,1
1342,4,2019,Arkansas,1
1343,4,2019,Arkansas,2
1344,4,2019,Arkansas,3
1345,4,2019,Arkansas,2
1346,4,2019,Missouri,2
1347,4,2019,Arkansas,2
1348,4,2019,Missouri,5
1349,4,2019,Arkansas,2
1350,4,2019,Arkansas,5
1351,4,2019,Missouri,5
1352,4,2019,Arkansas,2
1353,4,2019,Arkansas,5
1354,4,2019,Missouri,7
1355,4,2019,Arkansas,14
1356,4,2019,Arkansas,5
1357,4,2019,Arkansas,2
1358,4,2019,,3
1359,4,2019,Arkansas,6
1360,4,2019,TN,2
1361,3,2019,Arkansas,4
1362,3,2019,Arkansas,10
1363,3,2019,Missouri,4
1364,3,2019,Arkansas,4
1365,3,2019,Missouri,1
1366,3,2019,Arkansas,2
1367,3,2019,,4
1368,3,2019,Arkansas,5
1369,3,2019,Missouri,2
1370,3,2019,Missouri,1
1371,3,2019,,1
1372,3,2019,Missouri,1
1373,3,2019,Missouri,12
1374,3,2019,Arkansas,1
1375,3,2019,Arkansas,2
1376,3,2019,,2
1377,3,2019,Missouri,1
1378,3,2019,Missouri,1
1379,3,2019,Missouri,7
1380,3,2019,Missouri,1
1381,3,2019,Arkansas,1
1382,3,2019,Missouri,4
1383,3,2019,,1
1384,3,2019,Arkansas,1
1385,3,2019,Arkansas,2
1386,3,2019,Arkansas,6
1387,3,2019,Oklahoma,4
1388,3,2019,,4
1389,3,2019,,4
1390,3,2019,,2
1391,3,2019,Arkansas,6
1392,3,2019,,2
1393,3,2019,Missouri,1
1394,3,2019,,1
1395,3,2019,Arkansas,6
1396,3,2019,Missouri,7
1397,3,2019,Arkansas,5
1398,3,2019,Arkansas,1
1399,3,2019,Missouri,7
1400,3,2019,Missouri,6
1401,3,2019,Arkansas,2
1402,3,2019,Arkansas,1
1403,3,2019,Arkansas,2
1404,3,2019,Arkansas,9
1405,3,2019,Arkansas,2
1406,3,2019,,2
1407,3,2019,Arkansas,2
1408,3,2019,Arkansas,3
1409,3,2019,Arkansas,2
1410,2,2019,Missouri,5
1411,2,2019,,4
1412,2,2019,Arkansas,2
1413,2,2019,Arkansas,1
1414,2,2019,Oklahoma,2
1415,2,2019,Arkansas,2
1416,2,2019,Arkansas,2
1417,2,2019,Arkansas,1
1418,2,2019,,2
1419,2,2019,Arkansas,5
1420,2,2019,Arkansas,2
1421,2,2019,Arkansas,2
1422,2,2019,Arkansas,2
1423,2,2019,Arkansas,6
1424,2,2019,Missouri,4
1425,2,2019,Arkansas,2
1426,2,2019,Arkansas,4
1427,2,2019,Missouri,2
1428,2,2019,Arkansas,1
1429,2,2019,Missouri,2
1430,2,2019,Missouri,7
1431,2,2019,Arkansas,1
1432,2,2019,Oklahoma,4
1433,2,2019,Oklahoma,7
1434,2,2019,Arkansas,4
1435,2,2019,,5
1436,2,2019,Arkansas,2
1437,2,2019,Arkansas,2
1438,2,2019,Arkansas,4
1439,2,2019,Arkansas,2
1440,2,2019,Missouri,2
1441,2,2019,Oklahoma,2
1442,2,2019,Missouri,2
1443,1,2019,Arkansas,6
1444,1,2019,Missouri,4
1445,1,2019,Arkansas,2
1446,1,2019,Arkansas,7
1447,1,2019,Arkansas,2
1448,1,2019,Arkansas,5
1449,1,2019,Missouri,4
1451,1,2019,Arkansas,5
1452,1,2019,,2
1453,8,2019,Arkansas,3
1454,8,2019,Missouri,3
1457,8,2019,Arkansas,11
1458,8,2019,Missouri,5
1459,8,2019,Arkansas,6
1460,8,2019,Missouri,3
1462,8,2019,Arkansas,6
1463,8,2019,Arkansas,1
1464,8,2019,Missouri,1
1465,8,2019,Arkansas,2
1466,8,2019,Missouri,3
1467,8,2019,Arkansas,5
1468,8,2019,Missouri,6
1469,8,2019,Arkansas,10
1470,8,2019,Arkansas,1
1471,8,2019,Arkansas,4
1472,7,2019,Arkansas,3
1473,7,2019,Arkansas,2
1474,7,2019,Arkansas,2
1475,7,2019,Missouri,7
1476,7,2019,Arkansas,4
1477,7,2019,Oklahoma,9
1478,7,2019,Arkansas,2
1479,7,2019,Missouri,2
1480,7,2019,Missouri,5
1481,7,2019,,2
1482,7,2019,Oklahoma,7
1483,7,2019,Missouri,2
1484,7,2019,Arkansas,2
1485,7,2019,Oklahoma,2
1486,7,2019,Missouri,2
1487,7,2019,Arkansas,1
1488,7,2019,Arkansas,5
1489,7,2019,Arkansas,2
1490,7,2019,Arkansas,6
1491,7,2019,Oklahoma,2
1492,7,2019,Arkansas,7
1493,7,2019,Arkansas,11
1494,7,2019,Arkansas,2
1495,7,2019,Oklahoma,4
1496,7,2019,Arkansas,1
1497,7,2019,Missouri,2
1498,7,2019,Arkansas,7
1499,6,2019,Oklahoma,2
1500,6,2019,,1
1501,6,2019,Oklahoma,1
1502,6,2019,Arkansas,2
1503,6,2019,Oklahoma,1
1504,6,2019,Missouri,10
1505,6,2019,Oklahoma,1
1506,6,2019,Oklahoma,4
1507,6,2019,Oklahoma,1
1508,6,2019,Missouri,2
1509,6,2019,Arkansas,1
1510,6,2019,,1
1511,6,2019,Arkansas,5
1512,6,2019,Oklahoma,3
1513,6,2019,,1
1514,8,2019,Oklahoma,7
1515,8,2019,Arkansas,4
1516,8,2019,Oklahoma,4
1517,8,2019,Arkansas,6
1518,8,2019,Missouri,7
1519,8,2019,Oklahoma,8
1520,8,2019,Arkansas,6
1521,7,2019,Arkansas,1
1522,7,2019,Arkansas,7
1523,7,2019,Arkansas,1
1524,7,2019,Oklahoma,3
1525,7,2019,Missouri,6
1526,3,2019,Arkansas,4
1527,1,2019,Missouri,1
1529,8,2019,Arkansas,2
1530,8,2019,Arkansas,10
1531,8,2019,Arkansas,2
1532,8,2019,Oklahoma,2
1533,8,2019,Oklahoma,2
1534,8,2019,Oklahoma,3
1535,8,2019,Oklahoma,7
1536,8,2019,Arkansas,8
1537,8,2019,,2
1538,8,2019,Missouri,5
1539,8,2019,Oklahoma,1
1540,8,2019,Oklahoma,3
1541,8,2019,Arkansas,6
1542,8,2019,Missouri,4
1543,8,2019,Arkansas,2
1544,8,2019,Arkansas,8
1545,8,2019,Arkansas,1
1546,8,2019,Arkansas,3
1547,8,2019,Oklahoma,1
1548,8,2019,Arkansas,5
1549,8,2019,Missouri,7
1550,8,2019,Oklahoma,2
1551,8,2019,Arkansas,4
1552,7,2019,Oklahoma,4
1553,7,2019,Oklahoma,1
1554,7,2019,Oklahoma,1
1555,7,2019,,3
1556,7,2019,Oklahoma,12
1557,7,2019,Oklahoma,1
1558,7,2019,Oklahoma,1
1559,7,2019,Oklahoma,1
1560,7,2019,,2
1561,7,2019,Oklahoma,1
1562,7,2019,Arkansas,1
1563,7,2019,Arkansas,1
1564,7,2019,Oklahoma,2
1565,7,2019,Oklahoma,1
1566,7,2019,Arkansas,3
1567,7,2019,Arkansas,1
1568,7,2019,Arkansas,2
1569,7,2019,Arkansas,1
1570,7,2019,Arkansas,1
1571,7,2019,Oklahoma,2
1572,7,2019,,1
1573,7,2019,Arkansas,1
1574,7,2019,Missouri,1
1575,7,2019,Oklahoma,1
1576,7,2019,Oklahoma,2
1577,7,2019,,2
1578,7,2019,Oklahoma,2
1579,7,2019,Arkansas,1
1580,7,2019,Arkansas,5
1581,7,2019,Missouri,2
1582,7,2019,,3
1583,7,2019,,2
1584,7,2019,Missouri,1
1585,7,2019,Oklahoma,1
1586,7,2019,Arkansas,2
1587,6,2019,Oklahoma,2
1588,6,2019,,2
1589,6,2019,,2
1590,6,2019,Missouri,2
1591,6,2019,Arkansas,1
1592,6,2019,Oklahoma,4
1593,6,2019,Arkansas,1
1594,6,2019,,1
1595,6,2019,,1
1596,6,2019,Oklahoma,2
1597,6,2019,Oklahoma,1
1598,6,2019,,2
1599,6,2019,,1
1600,6,2019,,2
1601,6,2019,Arkansas,1
1602,6,2019,,3
1603,6,2019,Arkansas,6
1604,6,2019,Arkansas,1
1605,6,2019,Arkansas,1
1606,6,2019,,1
1607,6,2019,Arkansas,3
1608,6,2019,Oklahoma,3
1609,6,2019,Arkansas,2
1610,6,2019,,4
1611,6,2019,Arkansas,6
1612,6,2019,Missouri,1
1613,6,2019,Arkansas,1
1614,5,2019,Oklahoma,1
1615,5,2019,Arkansas,2
1616,5,2019,,4
1617,5,2019,,2
1618,5,2019,,6
1619,5,2019,Missouri,4
1620,5,2019,Arkansas,8
1621,5,2019,Arkansas,2
1622,4,2019,Arkansas,4
1623,4,2019,Arkansas,9
1624,4,2019,,1
1625,4,2019,,1
1626,4,2019,,1
1627,4,2019,Arkansas,3
